,Index_Link,Legal_Name,Town/Suburb,State,Status,Size,ABN,Website,Revenue,Expenses,Cause/s,Last_report_date,ref_religion
0,https://www.acnc.gov.au/charity/charities/f66d9dbb-38af-e811-a963-000d3ad24077/profile,Myungsung Presbyterian Church Of Sydney Inc,Lidcombe,NSW,Registered,Medium,83710238286,,,,,,
1,https://www.acnc.gov.au/charity/charities/aa7a9dbb-38af-e811-a963-000d3ad24077/profile,Canberra Muslim Community Incorporated,Gungahlin,ACT,Registered,Medium,87932587803,,,,,,
2,https://www.acnc.gov.au/charity/charities/776f90af-38af-e811-a963-000d3ad24077/profile,Unavailable,Unavailable,Unavailable,Registered,Medium,Unavailable,,,,,,
3,https://www.acnc.gov.au/charity/charities/e6a85a97-5bbc-ea11-a812-000d3ad1f29c/profile,Lana Vawser Ministries Incorporated,Glenside,SA,Registered,Medium,84363249648,,,,,,
4,https://www.acnc.gov.au/charity/charities/f61b0d53-f90c-eb11-a812-000d3ad1f29c/profile,Flinders Overseas Health Group Incorporated,Dernancourt,SA,Registered,Medium,66501582377,,,,,,
5,https://www.acnc.gov.au/charity/charities/a5cb08d0-898e-ea11-a811-000d3ad1f29c/profile,ST SAVA COLLEGE LTD,Varroville,NSW,Registered,Medium,38639912940,,,,,,
6,https://www.acnc.gov.au/charity/charities/71138233-8a83-ea11-a812-000d3ad1f29c/profile,Brunswick Valley Landcare Incorporated,Mullumbimby,NSW,Registered,Medium,86821354958,,,,,,
7,https://www.acnc.gov.au/charity/charities/64ad3ef5-caae-ea11-a812-000d3ad1f29c/profile,ARE YOU BOGGED MATE? LIMITED,Dalby,QLD,Registered,Medium,96636400176,,,,,,
8,https://www.acnc.gov.au/charity/charities/4b555502-25e8-ea11-a817-000d3ad1f29c/profile,SORRENTO COMMUNITY CENTRE INC,Sorrento,VIC,Registered,Medium,98085210677,,,,,,
9,https://www.acnc.gov.au/charity/charities/34994db4-fff0-ea11-a815-000d3ad1f29c/profile,Winners Chapel International Melbourne Australia,Doveton,VIC,Registered,Medium,54276467011,,,,,,
