,Index_Link,Legal_Name,Town/Suburb,State,Status,Size,ABN,Website,Revenue,Expenses,Cause/s,Last_report_date,ref_religion
0,https://www.acnc.gov.au/charity/charities/e8c75b17-2caf-e811-a962-000d3ad24a0d/profile,,,,,,,,,,,,
1,https://www.acnc.gov.au/charity/charities/d8dd1d50-3aaf-e811-a962-000d3ad24a0d/profile,,,,,,,,,,,,
2,https://www.acnc.gov.au/charity/charities/b429e096-3f8f-ea11-a811-000d3ad1ce4e/profile,,,,,,,,,,,,
3,https://www.acnc.gov.au/charity/charities/31008457-39af-e811-a960-000d3ad24282/profile,,,,,,,,,,,,
4,https://www.acnc.gov.au/charity/charities/e76f837c-38af-e811-a95e-000d3ad24c60/profile,,,,,,,,,,,,
5,https://www.acnc.gov.au/charity/charities/2353b310-2caf-e811-a963-000d3ad244fd/profile,,,,,,,,,,,,
6,https://www.acnc.gov.au/charity/charities/c71d010f-39af-e811-a95e-000d3ad24c60/profile,,,,,,,,,,,,
7,https://www.acnc.gov.au/charity/charities/7f0674d2-38af-e811-a960-000d3ad24282/profile,,,,,,,,,,,,
8,https://www.acnc.gov.au/charity/charities/b272553b-3aaf-e811-a962-000d3ad24a0d/profile,,,,,,,,,,,,
9,https://www.acnc.gov.au/charity/charities/1fe88970-38af-e811-a95e-000d3ad24c60/profile,,,,,,,,,,,,
10,https://www.acnc.gov.au/charity/charities/88b943a1-3aaf-e811-a962-000d3ad24a0d/profile,,,,,,,,,,,,
11,https://www.acnc.gov.au/charity/charities/34f25370-ad17-e911-a970-000d3ad0574c/profile,,,,,,,,,,,,
12,https://www.acnc.gov.au/charity/charities/d94b2f44-38af-e811-a963-000d3ad244fd/profile,,,,,,,,,,,,
13,https://www.acnc.gov.au/charity/charities/083ca29b-39af-e811-a963-000d3ad244fd/profile,,,,,,,,,,,,
14,https://www.acnc.gov.au/charity/charities/1bfd0015-39af-e811-a95e-000d3ad24c60/profile,,,,,,,,,,,,
15,https://www.acnc.gov.au/charity/charities/82fbd643-39af-e811-a962-000d3ad24a0d/profile,,,,,,,,,,,,
16,https://www.acnc.gov.au/charity/charities/9750e0a2-38af-e811-a962-000d3ad24a0d/profile,,,,,,,,,,,,
17,https://www.acnc.gov.au/charity/charities/14b3c3a1-38af-e811-a961-000d3ad24182/profile,,,,,,,,,,,,
18,https://www.acnc.gov.au/charity/charities/920fb6d6-2daf-e811-a95e-000d3ad24c60/profile,,,,,,,,,,,,
19,https://www.acnc.gov.au/charity/charities/7c99eedc-2daf-e811-a95e-000d3ad24c60/profile,,,,,,,,,,,,
20,https://www.acnc.gov.au/charity/charities/ade81824-39af-e811-a963-000d3ad244fd/profile,,,,,,,,,,,,
