,Index_Link,Legal_Name,Town/Suburb,State,Status,Size,ABN,Website,Revenue,Expenses,Cause/s,Last_report_date,ref_religion,website,revenue,expenses,causes,lastreport,religious_ref
300,https://www.acnc.gov.au/charity/charities/aafbcf7b-3aaf-e811-a963-000d3ad24077/profile,The Mary Alice Foundation,Sydney,NSW,Registered,Large,53704765144,,,,,,,,1151531.0,1323522.0,Other charities,30 Jan 2022,0.0
301,https://www.acnc.gov.au/charity/charities/a062abd2-2daf-e811-a963-000d3ad244fd/profile,Warrnambool Presbyterian School Ltd.,Warrnambool,VIC,Registered,Large,94006314030,,,,,,,https://www.kings.vic.edu.au/,4709298.0,4612492.0,Children - aged 6 to under 15; Early childhood - aged under 6; Families; People in rural/regional/remote communities; Youth - 15 to under 25,26 Jul 2022,1.0
302,https://www.acnc.gov.au/charity/charities/389beedc-2daf-e811-a95e-000d3ad24c60/profile,Lifeline Canberra Inc,Canberra,ACT,Registered,Large,14207094003,,,,,,,http://www.lifelinecanberra.org.au/,4282649.0,3464083.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Families; Females; Financially disadvantaged people; General community in Australia; Males; Other charities; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; People with chronic illness (including terminal illness); People with disabilities; Pre/post release offenders and/or their families; Unemployed persons; Veterans and/or their families; Victims of crime (including family violence); Victims of disaster; Youth - 15 to under 25,15 Mar 2022,0.0
303,https://www.acnc.gov.au/charity/charities/9bf3e226-38af-e811-a95e-000d3ad24c60/profile,Tasmanian Council Of Social Service Inc,Hobart,TAS,Registered,Large,69078846944,,,,,,,http://www.tascoss.org.au/,1859770.0,1836867.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Early childhood - aged under 6; Families; Financially disadvantaged people; General community in Australia; People at risk of homelessness/ people experiencing homelessness; People in rural/regional/remote communities; Unemployed persons; Youth - 15 to under 25,1 Feb 2022,0.0
304,https://www.acnc.gov.au/charity/charities/442abe95-38af-e811-a963-000d3ad24077/profile,Connections Inc.,Caboolture,QLD,Registered,Large,28307942106,,,,,,,http://www.connectionsinc.org.au/,1663176.0,1458033.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Youth - 15 to under 25,18 Feb 2022,0.0
305,https://www.acnc.gov.au/charity/charities/327dcb30-38af-e811-a963-000d3ad24077/profile,Erth Visual & Physical Incorporated,Eveleigh,NSW,Registered,Large,20926466073,,,,,,,http://www.erth.com.au/,1324957.0,1348792.0,Children - aged 6 to under 15; Families; General community in Australia; Overseas communities or charities; People with disabilities,1 Sep 2022,0.0
306,https://www.acnc.gov.au/charity/charities/262296d9-38af-e811-a963-000d3ad24077/profile,Coffs Harbour Support Services Limited,Coffs Harbour,NSW,Registered,Large,29128340033,,,,,,,http://www.chss.org.au/,8485393.0,8772794.0,Adults - aged 25 to under 65; People with disabilities,1 Nov 2021,0.0
307,https://www.acnc.gov.au/charity/charities/5eed0f2a-39af-e811-a963-000d3ad244fd/profile,Muscular Dystrophy Association Of NSW,Parramatta,NSW,Registered,Large,11774587436,,,,,,,https://www.mdnsw.org.au/,1598168.0,1246993.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Families; People with disabilities; Youth - 15 to under 25,21 Jan 2022,0.0
308,https://www.acnc.gov.au/charity/charities/1f590a08-3aaf-e811-a960-000d3ad24282/profile,The Greek Orthodox Parish Of South East Sydney Ltd. St Spyridon College,Kingsford,NSW,Registered,Large,84480080247,,,,,,,,11223614.0,10692581.0,Children - aged 6 to under 15; General community in Australia; Other charities; Youth - 15 to under 25,18 Aug 2015,1.0
309,https://www.acnc.gov.au/charity/charities/f00cc176-3aaf-e811-a960-000d3ad24282/profile,Perpetual Native Title and Community Trust,Sydney,NSW,Registered,Large,44958526721,,,,,,,,6313149.0,144985.0,Aboriginal and Torres Strait Islander people,30 Jan 2022,0.0
