,ABN,Index_Link,Legal_Name,Town/Suburb,State,Status,Size,website,revenue,expenses,causes,lastreport,religious_ref,Number_of_Responsible_Persons,Registration_Date,Date_Organisation_Established
6138,30996171084,https://www.acnc.gov.au/charity/charities/611a0363-39af-e811-a963-000d3ad244fd/profile,Mental Health Legal Ctre Inc,Carlton,VIC,Registered,Medium,https://mhlc.org.au/,1945489.0,1626060.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Females; Financially disadvantaged people; Males; People at risk of homelessness/ people experiencing homelessness; People with chronic illness (including terminal illness); People with disabilities; Pre/post release offenders and/or their families; Unemployed persons; Victims of crime (including family violence),25 Oct 2022,0.0,8.0,03/12/2012,01/01/1987
6139,68997342984,https://www.acnc.gov.au/charity/charities/a12363e3-2daf-e811-a960-000d3ad24282/profile,Act Eden Monaro Cancer Support Group,Queanbeyan,NSW,Registered,Medium,http://www.riseabovecbr.org.au/,673707.0,610533.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Females; Financially disadvantaged people; Males; People from a culturally and linguistically diverse background; People with chronic illness (including terminal illness); Unemployed persons; Veterans and/or their families; Youth - 15 to under 25,16 Dec 2021,0.0,12.0,03/12/2012,01/01/1986
6140,93866371626,https://www.acnc.gov.au/charity/charities/7f3780d5-39af-e811-a95e-000d3ad24c60/profile,Uca - Presbytery Of Sydney,Glebe,NSW,Registered,Medium,http://sydneypresbytery.org.au/,0.0,0.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Environment; Females; General community in Australia; Males; People from a culturally and linguistically diverse background,25 Oct 2022,1.0,6.0,03/12/2012,01/01/1977
6141,27236172564,https://www.acnc.gov.au/charity/charities/4b9f5c51-38af-e811-a963-000d3ad244fd/profile,Banyule Support And Information Centre Inc,Heidelberg West,VIC,Registered,Medium,http://bansic.org.au/,406869.0,350531.0,Financially disadvantaged people,30 Jan 2022,0.0,7.0,03/12/2012,01/01/1986
6142,Unavailable,https://www.acnc.gov.au/charity/charities/5972553b-3aaf-e811-a962-000d3ad24a0d/profile,Unavailable,Unavailable,Unavailable,Registered,Medium,,540217.0,875723.0,Other charities,30 Jan 2022,0.0,,,
6143,Unavailable,https://www.acnc.gov.au/charity/charities/e313583b-3aaf-e811-a960-000d3ad24282/profile,Unavailable,Unavailable,Unavailable,Registered,Medium,,405782.0,145457.0,Other charities,19 Jan 2022,0.0,,,
6144,Unavailable,https://www.acnc.gov.au/charity/charities/73e9083d-3aaf-e811-a963-000d3ad24077/profile,Unavailable,Unavailable,Unavailable,Registered,Medium,,256952.0,227745.0,Other charities,19 Jan 2022,0.0,,,
6145,Unavailable,https://www.acnc.gov.au/charity/charities/9faff05b-3aaf-e811-a960-000d3ad24282/profile,Unavailable,Unavailable,Unavailable,Registered,Medium,,483813.0,48015.0,Other charities,30 Jan 2022,0.0,,,
6146,Unavailable,https://www.acnc.gov.au/charity/charities/97f7593b-3aaf-e811-a963-000d3ad244fd/profile,Unavailable,Unavailable,Unavailable,Registered,Medium,,325060.0,937535.0,Other charities,30 Jan 2022,0.0,,,
6147,Unavailable,https://www.acnc.gov.au/charity/charities/09f7593b-3aaf-e811-a963-000d3ad244fd/profile,Unavailable,Unavailable,Unavailable,Registered,Medium,,338563.0,595457.0,Other charities; Other charities,19 Jan 2022,0.0,,,
6148,19810879743,https://www.acnc.gov.au/charity/charities/68d7a2a6-3aaf-e811-a963-000d3ad244fd/profile,Lambert Bridge Foundation,Unavailable,Unavailable,Registered,Medium,,457388.0,79050.0,Other charities,19 Jan 2022,0.0,6.0,16/11/2017,16/11/2017
6149,Unavailable,https://www.acnc.gov.au/charity/charities/9a8b78e3-5a41-e911-a979-000d3ad064bd/profile,434585-J4S6Z7,Unavailable,Unavailable,Registered,Medium,,520114.0,226666.0,Other charities,30 Jan 2022,0.0,,,
6150,Unavailable,https://www.acnc.gov.au/charity/charities/e2b5425d-b538-e911-a97a-000d3ad06f2d/profile,Unavailable,Unavailable,Unavailable,Registered,Medium,,357550.0,134457.0,,4 Feb 2022,0.0,,,
6151,Unavailable,https://www.acnc.gov.au/charity/charities/0f0a7f25-3aaf-e811-a960-000d3ad24282/profile,Unavailable,Unavailable,Unavailable,Registered,Medium,,311099.0,92254.0,Other charities,19 Jan 2022,0.0,,,
6152,Unavailable,https://www.acnc.gov.au/charity/charities/5276553b-3aaf-e811-a962-000d3ad24a0d/profile,Unavailable,Unavailable,Unavailable,Registered,Medium,,700820.0,101523.0,Other charities,23 Feb 2022,0.0,,,
6153,Unavailable,https://www.acnc.gov.au/charity/charities/fc34666b-9b60-e911-a97c-000d3ad0574c/profile,471032-W8Y7W3,Unavailable,Unavailable,Registered,Medium,,510059.0,502476.0,Other charities,19 Jan 2022,0.0,,,
6154,60757756407,https://www.acnc.gov.au/charity/charities/8a7be4a8-38af-e811-a962-000d3ad24a0d/profile,The Trustee For Aged Persons Welfare Foundation,Sydney,NSW,Registered,Medium,,786257.0,1011227.0,Other charities,19 Jan 2022,0.0,9.0,03/12/2012,01/01/1996
6155,Unavailable,https://www.acnc.gov.au/charity/charities/4331547c-39af-e811-a960-000d3ad24282/profile,518035-Z1L4M6,Unavailable,Unavailable,Registered,Medium,,0.0,0.0,Other charities,19 Jan 2022,0.0,,,
6156,Unavailable,https://www.acnc.gov.au/charity/charities/57075a3b-3aaf-e811-a963-000d3ad244fd/profile,Unavailable,Unavailable,Unavailable,Registered,Medium,,303833.0,213032.0,Other charities,30 Jan 2022,0.0,,,
6157,Unavailable,https://www.acnc.gov.au/charity/charities/8714583b-3aaf-e811-a960-000d3ad24282/profile,Unavailable,Unavailable,Unavailable,Registered,Medium,,417983.0,779275.0,Other charities,19 Jan 2022,0.0,,,
6158,50065080239,https://www.acnc.gov.au/charity/charities/38b1377e-38af-e811-a963-000d3ad244fd/profile,Women's Hospitals Australasia Incorporated,Mitchell,ACT,Registered,Medium,http://www.women.wcha.asn.au/,1750348.0,1692972.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Early childhood - aged under 6; Families; Females; General community in Australia; Other; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; Youth - 15 to under 25,20 Oct 2022,0.0,12.0,03/12/2012,01/01/1994
6159,Unavailable,https://www.acnc.gov.au/charity/charities/677c553b-3aaf-e811-a962-000d3ad24a0d/profile,Unavailable,Unavailable,Unavailable,Registered,Medium,,716993.0,735241.0,Other charities,19 Jan 2022,0.0,,,
6160,Unavailable,https://www.acnc.gov.au/charity/charities/5489ca4e-3aaf-e811-a963-000d3ad244fd/profile,Unavailable,Unavailable,Unavailable,Registered,Medium,,272982.0,1112041.0,Other charities,23 Feb 2022,0.0,,,
6161,37530175107,https://www.acnc.gov.au/charity/charities/dd5097e2-13eb-e911-a811-000d3ad1f497/profile,St Luke's Hospital Foundation Trust,Potts Point,NSW,Registered,Medium,http://www.slc.org.au/,814609.0,192266.0,Adults - aged 65 and over; Families; Females; Financially disadvantaged people; Males,28 Jan 2022,0.0,7.0,03/12/2012,01/11/1999
6162,Unavailable,https://www.acnc.gov.au/charity/charities/5576553b-3aaf-e811-a962-000d3ad24a0d/profile,Unavailable,Unavailable,Unavailable,Registered,Medium,,312830.0,38066.0,Other charities,19 Jan 2022,0.0,,,
6163,Unavailable,https://www.acnc.gov.au/charity/charities/cf27dd47-d360-e911-a983-000d3ad05e15/profile,471660-L2H3P5,Unavailable,Unavailable,Registered,Medium,,301673.0,402344.0,Other charities,19 Jan 2022,0.0,,,
6164,64399865631,https://www.acnc.gov.au/charity/charities/1c0a0126-38af-e811-a963-000d3ad244fd/profile,Constable Care Child Safety Foundation Inc,Maylands,WA,Registered,Medium,http://www.constablecare.com.au/,2284288.0,2132931.0,Adults - aged 25 to under 65; Children - aged 6 to under 15; Early childhood - aged under 6; Families; People with disabilities; Youth - 15 to under 25,3 Oct 2022,0.0,9.0,03/12/2012,01/01/2005
6165,78007402673,https://www.acnc.gov.au/charity/charities/f1ad8ce0-2daf-e811-a961-000d3ad24182/profile,O. L. Society Limited,Docklands,VIC,Registered,Medium,http://overland.org.au/,294117.0,347588.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; General community in Australia; People in rural/regional/remote communities; Youth - 15 to under 25,24 Jun 2022,0.0,12.0,03/12/2012,01/01/1990
6166,85559383615,https://www.acnc.gov.au/charity/charities/9364ce7b-39af-e811-a963-000d3ad244fd/profile,55 Central Inc,Maylands,WA,Registered,Medium,http://www.55central.asn.au/,1732050.0,1611708.0,Adults - aged 25 to under 65; People at risk of homelessness/ people experiencing homelessness,20 Oct 2022,0.0,10.0,03/12/2012,01/01/1972
6167,79492202447,https://www.acnc.gov.au/charity/charities/415e80a7-38af-e811-a960-000d3ad24282/profile,The Trustee For Abbotsford Convent Foundation Arts Trust,Abbotsford,VIC,Registered,Medium,http://www.abbotsfordconvent.com.au/,286734.0,122263.0,General community in Australia,21 Jan 2022,0.0,11.0,03/12/2012,01/01/2002
6168,38812238738,https://www.acnc.gov.au/charity/charities/4e7cee1d-38af-e811-a963-000d3ad24077/profile,Family Planning Welfare Assn Of Nt Inc,Coconut Grove,NT,Registered,Medium,http://www.fpwnt.com.au/,1426287.0,1505047.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Families; Females; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; Youth - 15 to under 25,20 Oct 2022,0.0,6.0,03/12/2012,01/01/1994
6169,28483128625,https://www.acnc.gov.au/charity/charities/36ea8eaf-38af-e811-a962-000d3ad24a0d/profile,Waverley Meadows Pre School Assn,Wheelers Hill,VIC,Registered,Medium,http://www.wmps.info/,399855.0,393263.0,Early childhood - aged under 6,30 Mar 2022,0.0,4.0,03/12/2012,01/01/1975
6170,67398426021,https://www.acnc.gov.au/charity/charities/b54ac34a-39af-e811-a960-000d3ad24282/profile,Exeter Child Care Centre,Exeter,TAS,Registered,Medium,http://www.exeterchildcare.com.au/,978828.0,1004325.0,Aboriginal and Torres Strait Islander people; Children - aged 6 to under 15; Early childhood - aged under 6; Families; People in rural/regional/remote communities,20 Oct 2022,0.0,14.0,03/12/2012,01/01/1992
6171,25722406078,https://www.acnc.gov.au/charity/charities/b69db2a3-39af-e811-a962-000d3ad24a0d/profile,Peak Hill Pre School Kindergarten Inc,Peak Hill,NSW,Registered,Medium,,288534.0,291408.0,Aboriginal and Torres Strait Islander people; Early childhood - aged under 6; Financially disadvantaged people; People in rural/regional/remote communities,24 May 2022,0.0,9.0,03/12/2012,01/01/1966
6172,39129680584,https://www.acnc.gov.au/charity/charities/f636f050-38af-e811-a95e-000d3ad24c60/profile,The Oaktree Foundation Australia,Ivanhoe East,VIC,Registered,Medium,http://oaktree.org/,2011063.0,2449262.0,Overseas communities or charities; Youth - 15 to under 25,28 Jun 2019,0.0,11.0,03/12/2012,01/01/2003
6173,57374611031,https://www.acnc.gov.au/charity/charities/d459c224-39af-e811-a963-000d3ad24077/profile,Staehr Street Incorporated,Nuriootpa,SA,Registered,Medium,http://www.employmentdirections.com.au/,1151729.0,1067393.0,"Families; Females; Financially disadvantaged people; Gay, lesbian, bisexual, transgender or intersex persons; Males; People at risk of homelessness/ people experiencing homelessness; People in rural/regional/remote communities; People with disabilities; Youth - 15 to under 25",20 Oct 2022,0.0,6.0,03/12/2012,01/01/1997
6174,18625939540,https://www.acnc.gov.au/charity/charities/79abcbb7-3aaf-e811-a95e-000d3ad24c60/profile,Australian Council of Learned Academies,Acton,ACT,Registered,Medium,http://www.acola.org/,607704.0,875300.0,General community in Australia; People in rural/regional/remote communities,25 Jan 2022,0.0,7.0,18/05/2018,24/04/2018
6175,75815140163,https://www.acnc.gov.au/charity/charities/ddd13ff0-38af-e811-a961-000d3ad24182/profile,Womens Health Goulburn North East,Wangaratta,VIC,Registered,Medium,http://www.whealth.com.au/,1240762.0,1120747.0,Females,20 Oct 2022,0.0,9.0,03/12/2012,01/01/1994
6176,81763914979,https://www.acnc.gov.au/charity/charities/50e9a9b4-39af-e811-a960-000d3ad24282/profile,Townsville Hospital Foundation,Douglas,QLD,Registered,Medium,http://www.brighterlives.org.au/,990788.0,802788.0,"Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Gay, lesbian, bisexual, transgender or intersex persons; General community in Australia; Males; Migrants, refugees or asylum seekers; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; People with chronic illness (including terminal illness); People with disabilities; Youth - 15 to under 25",20 Oct 2022,0.0,11.0,03/12/2012,01/01/1989
6177,36962136784,https://www.acnc.gov.au/charity/charities/95f98f57-39af-e811-a962-000d3ad24a0d/profile,Baptist Church Ulverstone,Ulverstone,Unavailable,Registered,Medium,http://www.ub.church/,0.0,0.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Youth - 15 to under 25,26 Oct 2021,1.0,9.0,03/12/2012,01/01/1905
6178,37788410970,https://www.acnc.gov.au/charity/charities/fab770e1-39af-e811-a95e-000d3ad24c60/profile,Rotary Oceania Medical Aid for Children Pty Ltd as Trustee for The ROMAC Gift Fund,Rose Park,SA,Registered,Medium,https://www.romac.org.au/,448489.0,6025.0,Children - aged 6 to under 15; Early childhood - aged under 6,28 Sep 2021,0.0,7.0,01/03/2013,09/02/2013
6179,13384551045,https://www.acnc.gov.au/charity/charities/65ce4fe1-39af-e811-a962-000d3ad24a0d/profile,Dorrigo Preschool Association Incorporated,Unavailable,Unavailable,Registered,Medium,http://www.facebook.com/dorrigopreschool,360940.0,356173.0,Aboriginal and Torres Strait Islander people; Early childhood - aged under 6; Females; Financially disadvantaged people; Males; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; People with chronic illness (including terminal illness); People with disabilities; Unemployed persons,14 Apr 2022,0.0,4.0,03/12/2012,01/01/1974
6180,28639352300,https://www.acnc.gov.au/charity/charities/b6356edc-dcae-ea11-a812-000d3ad1ce4e/profile,YOU MATTER (AUS) LTD,Surrey Hills,VIC,Registered,Medium,http://www.youmatter.org.au/,328234.0,132612.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Financially disadvantaged people; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; Victims of crime (including family violence); Youth - 15 to under 25,5 Nov 2021,0.0,9.0,01/05/2020,01/05/2020
6181,45731538281,https://www.acnc.gov.au/charity/charities/85d59b0a-3aaf-e811-a963-000d3ad24077/profile,GREEK ORTHODOX ARCHDIOCESE OF AUSTRALIA CONSOLIDATED TRUST PARISH OF ST THERAPON,Thornleigh,NSW,Registered,Medium,,0.0,0.0,General community in Australia,16 Aug 2019,1.0,5.0,03/12/2012,
6182,78581846304,https://www.acnc.gov.au/charity/charities/7250023d-38af-e811-a963-000d3ad24077/profile,Greek Orthodox Archdiocese Of Aust Holy Monastery Of Panagia Gorgoepikoos,Lovely Banks,VIC,Registered,Medium,,0.0,0.0,General community in Australia,16 Aug 2019,1.0,5.0,03/12/2012,01/01/1987
6183,78883692372,https://www.acnc.gov.au/charity/charities/1ce79964-38af-e811-a95e-000d3ad24c60/profile,Anglican Parish Of Bulahdelah/Tea Gardens,Tea Gardens,NSW,Registered,Medium,http://www.anglicanparishteagardens.com/,0.0,0.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Families; Females; Financially disadvantaged people; General community in Australia; Males; People at risk of homelessness/ people experiencing homelessness; People in rural/regional/remote communities; Unemployed persons,20 May 2022,1.0,4.0,03/12/2012,31/12/1855
6184,48116402192,https://www.acnc.gov.au/charity/charities/e5dea895-39af-e811-a963-000d3ad244fd/profile,Accessible Arts,The Rocks,NSW,Registered,Medium,https://www.aarts.net.au/,847398.0,843086.0,General community in Australia; People with disabilities,30 Jun 2022,0.0,12.0,03/12/2012,01/01/1986
6185,18075106286,https://www.acnc.gov.au/charity/charities/a1974a9b-3aaf-e811-a962-000d3ad24a0d/profile,Pedestrian Council of Australia Limited,Neutral Bay,NSW,Registered,Medium,http://www.walk.com.au/,386104.0,358641.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Environment; Females; General community in Australia; Males; Other charities; Youth - 15 to under 25,29 Jan 2022,0.0,9.0,22/06/2017,01/08/1996
6186,73508659357,https://www.acnc.gov.au/charity/charities/ff3c26dd-2daf-e811-a963-000d3ad24077/profile,Nathalia & District Hostel For The Aged Association Inc,Nathalia,VIC,Registered,Medium,,1304889.0,2359117.0,Adults - aged 65 and over; People in rural/regional/remote communities,21 Oct 2022,0.0,15.0,03/12/2012,01/01/2000
6187,13753514032,https://www.acnc.gov.au/charity/charities/ee2f6142-3aaf-e811-a963-000d3ad244fd/profile,100% Renewable Community Campaign,Brisbane,QLD,Registered,Medium,http://solarcitizens.org.au/,903446.0,630699.0,Environment; Families; General community in Australia; People in rural/regional/remote communities; People with chronic illness (including terminal illness),6 Dec 2021,0.0,8.0,03/12/2012,26/05/2010
6188,79152954116,https://www.acnc.gov.au/charity/charities/5c633d8a-38af-e811-a963-000d3ad244fd/profile,Riverlinks Child Care & Community Centre,Australind,WA,Registered,Medium,,1677033.0,1687850.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Financially disadvantaged people; Males; People from a culturally and linguistically diverse background; People with disabilities,21 Oct 2022,0.0,5.0,03/12/2012,01/01/1997
6189,41062894473,https://www.acnc.gov.au/charity/charities/6cd6f4ea-38af-e811-a95e-000d3ad24c60/profile,Public Health Association Of Australia Incorporated,Deakin,ACT,Registered,Medium,http://www.phaa.net.au/,2413604.0,2140916.0,"Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Gay, lesbian, bisexual, transgender or intersex persons; General community in Australia; Males; Other; People with chronic illness (including terminal illness); Youth - 15 to under 25",21 Oct 2022,0.0,9.0,03/12/2012,01/01/1993
6190,16990309283,https://www.acnc.gov.au/charity/charities/fb44abe0-38af-e811-a962-000d3ad24a0d/profile,The Spotlight Theatrical Company,Benowa,QLD,Registered,Medium,http://www.spotlighttheatre.com.au/,895891.0,889514.0,"Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Families; Females; Financially disadvantaged people; Gay, lesbian, bisexual, transgender or intersex persons; Males; Other charities; People with disabilities; Unemployed persons; Veterans and/or their families; Youth - 15 to under 25",28 Sep 2022,0.0,6.0,03/12/2012,01/01/1955
6191,55784352006,https://www.acnc.gov.au/charity/charities/46edaaa8-38af-e811-a963-000d3ad24077/profile,"The Embroiderers Guild, Victoria",Malvern,VIC,Registered,Medium,http://www.embroiderersguildvic.org/,381866.0,316120.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Females; General community in Australia; Males; Youth - 15 to under 25,30 Jun 2022,0.0,9.0,03/12/2012,01/01/1960
6192,32628210373,https://www.acnc.gov.au/charity/charities/701dee65-33be-e911-a98d-000d3ad05ad0/profile,CO-CURIOUS LTD.,Casula,NSW,Registered,Medium,http://co-curious.com/,341821.0,223593.0,"Adults - aged 25 to under 65; Migrants, refugees or asylum seekers; People from a culturally and linguistically diverse background",16 Jun 2021,0.0,9.0,01/01/2019,28/08/2018
6193,18002621730,https://www.acnc.gov.au/charity/charities/30aaf05b-3aaf-e811-a960-000d3ad24282/profile,Yanginanook School,Belrose,NSW,Registered,Medium,http://www.yanginanook.nsw.edu.au/,947665.0,770664.0,Children - aged 6 to under 15,2 Jun 2022,1.0,11.0,03/12/2012,01/01/1982
6194,31447552747,https://www.acnc.gov.au/charity/charities/efd999a1-39af-e811-a963-000d3ad244fd/profile,Talent Development Project Inc,Waterloo,NSW,Registered,Medium,http://www.tdp.org.au/,556741.0,543422.0,Youth - 15 to under 25,23 Oct 2022,0.0,7.0,03/12/2012,01/01/1995
6195,36720260805,https://www.acnc.gov.au/charity/charities/f2fc8357-39af-e811-a960-000d3ad24282/profile,Bethel Mar Thoma Church Sydney,Belfield,NSW,Registered,Medium,http://www.sydneymarthoma.org.au/,682208.0,176334.0,Adults - aged 25 to under 65; Children - aged 6 to under 15; Families; Females; Youth - 15 to under 25,30 Jan 2022,1.0,5.0,03/12/2012,01/01/1991
6196,69565100345,https://www.acnc.gov.au/charity/charities/8efeed4b-38af-e811-a960-000d3ad24282/profile,St Helens Neighbourhood House Association Inc,St Helens,TAS,Registered,Medium,https://www.sthelensnhh.org.au/,653374.0,648489.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Families; Females; Financially disadvantaged people; General community in Australia; Males; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; People with disabilities; Unemployed persons; Veterans and/or their families,24 Oct 2022,0.0,8.0,03/12/2012,01/01/1984
6197,15095355652,https://www.acnc.gov.au/charity/charities/3feb745e-38af-e811-a960-000d3ad24282/profile,The Trustee For The St Catherine's School Scholarship Fund,Toorak,VIC,Registered,Medium,http://www.stcatherines.net.au/,505937.0,190689.0,Aboriginal and Torres Strait Islander people; Families; Females; Youth - 15 to under 25,19 Jul 2022,0.0,15.0,03/12/2012,01/01/2007
6198,83417140677,https://www.acnc.gov.au/charity/charities/1032ac96-38af-e811-a963-000d3ad244fd/profile,The Trustee For The St Catherines Building Fund,Toorak,VIC,Registered,Medium,http://www.stcatherines.net.au/,509576.0,869.0,Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Youth - 15 to under 25,19 Jul 2022,0.0,15.0,03/12/2012,01/01/1985
6199,44917862717,https://www.acnc.gov.au/charity/charities/96b3f55d-38af-e811-a961-000d3ad24182/profile,The St Catherines Endowment Fund Incorporated,Toorak,VIC,Registered,Medium,http://www.stcatherines.net.au/,511830.0,270248.0,Children - aged 6 to under 15; Early childhood - aged under 6; Females; Youth - 15 to under 25,19 Jul 2022,0.0,15.0,03/12/2012,01/01/1985
6200,91090211872,https://www.acnc.gov.au/charity/charities/b8085b6a-38af-e811-a963-000d3ad24077/profile,Colleges' Information Technology Group,St Lucia,QLD,Registered,Medium,https://www.citg.uq.edu.au/,600421.0,583571.0,Adults - aged 25 to under 65,30 Jul 2021,0.0,4.0,03/12/2012,01/01/2002
6201,78577549329,https://www.acnc.gov.au/charity/charities/7f4e023d-38af-e811-a963-000d3ad24077/profile,Disability Resources Centre Inc,Melbourne,VIC,Registered,Medium,http://www.drc.org.au/,728528.0,467489.0,"Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Females; Gay, lesbian, bisexual, transgender or intersex persons; General community in Australia; Males; Migrants, refugees or asylum seekers; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; People with chronic illness (including terminal illness); People with disabilities; Youth - 15 to under 25",1 Mar 2022,0.0,9.0,03/12/2012,01/01/1981
6202,73879960566,https://www.acnc.gov.au/charity/charities/9d40ab38-38af-e811-a960-000d3ad24282/profile,Reggio Emilia Australia Information Exchange Inc,Hawthorn,VIC,Registered,Medium,http://reggioaustralia.org.au/,444976.0,477380.0,Children - aged 6 to under 15; Early childhood - aged under 6; General community in Australia,27 Jun 2022,0.0,13.0,03/12/2012,01/01/1998
6203,98581830782,https://www.acnc.gov.au/charity/charities/48a5674b-38af-e811-a961-000d3ad24182/profile,Arwarbukarl Cultural Resource Association Incorporated,Hamilton,NSW,Registered,Medium,http://www.miromaa.org.au/,613898.0,609331.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Environment; Families; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; Youth - 15 to under 25,24 May 2022,0.0,8.0,03/12/2012,01/01/2002
6204,86459396771,https://www.acnc.gov.au/charity/charities/cac5dfe8-2daf-e811-a95e-000d3ad24c60/profile,Goodwood Community Centre Inc,Unavailable,Unavailable,Registered,Medium,,291251.0,290475.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Early childhood - aged under 6; Financially disadvantaged people; General community in Australia; Unemployed persons,16 Dec 2021,0.0,11.0,03/12/2012,01/01/1984
6205,12197380085,https://www.acnc.gov.au/charity/charities/d70c0f53-39af-e811-a961-000d3ad24182/profile,Catholic Parish St Canice Elizabeth Bay,Elizabeth Bay,NSW,Registered,Medium,,0.0,0.0,General community in Australia,27 Jan 2022,1.0,3.0,03/12/2012,01/01/1940
6206,88702836513,https://www.acnc.gov.au/charity/charities/4b9ef826-39af-e811-a961-000d3ad24182/profile,North Side Chinese Alliance Church,Epping,NSW,Registered,Medium,http://www.nscac.org.au/,774774.0,793788.0,General community in Australia,18 Oct 2022,1.0,9.0,03/12/2012,01/01/1988
6207,52508175736,https://www.acnc.gov.au/charity/charities/16247146-39af-e811-a95e-000d3ad24c60/profile,Charlestown & District Meals On Wheels Incorporated,Charlestown,NSW,Registered,Medium,https://www.cdmow.com.au/,552699.0,491252.0,Adults - aged 65 and over; General community in Australia; People with disabilities,19 Oct 2022,0.0,7.0,03/12/2012,01/01/1972
6208,33245926217,https://www.acnc.gov.au/charity/charities/c6758c49-3aaf-e811-a960-000d3ad24282/profile,CATHOLIC PARISH ST CANICE ELIZABETH BAY AS THE OPERATOR OF A PBI,Rushcutters Bay,NSW,Registered,Medium,https://caniceskitchen.org/,396892.0,353866.0,"Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Females; Financially disadvantaged people; Gay, lesbian, bisexual, transgender or intersex persons; General community in Australia; Males; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; People with disabilities; Pre/post release offenders and/or their families; Unemployed persons; Victims of crime (including family violence); Youth - 15 to under 25",26 Jan 2022,1.0,2.0,03/12/2012,
6209,40211670592,https://www.acnc.gov.au/charity/charities/f17966b3-38af-e811-a95e-000d3ad24c60/profile,Church Of Christ Bassendean Incorporated,Bassendean,WA,Registered,Medium,http://www.bassochurch.org.au/,517869.0,334987.0,General community in Australia; Other charities; Overseas communities or charities,18 Oct 2022,1.0,13.0,03/12/2012,01/01/1913
6210,98181256988,https://www.acnc.gov.au/charity/charities/edac0327-38af-e811-a962-000d3ad24a0d/profile,Mountains Community Resource Network Inc,Lawson,NSW,Registered,Medium,http://www.mcrn.org.au/,605626.0,204502.0,"Aboriginal and Torres Strait Islander people; Families; Gay, lesbian, bisexual, transgender or intersex persons; General community in Australia; Migrants, refugees or asylum seekers; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; Victims of disaster",13 Oct 2022,0.0,9.0,03/12/2012,01/01/1986
6211,75841414630,https://www.acnc.gov.au/charity/charities/12cb1ef2-38af-e811-a963-000d3ad244fd/profile,Northgate Ministries Inc,Belrose,NSW,Registered,Medium,http://www.northgate.org.au/,416735.0,368396.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Families; Females; Financially disadvantaged people; Males; People at risk of homelessness/ people experiencing homelessness; People with disabilities; Unemployed persons; Youth - 15 to under 25,8 Dec 2021,1.0,6.0,03/12/2012,01/01/2004
6212,55445946512,https://www.acnc.gov.au/charity/charities/61b56689-38af-e811-a95e-000d3ad24c60/profile,Glenloch Incorporated,Prahran,VIC,Registered,Medium,http://www.glenloch.com.au/,1453879.0,1432248.0,Adults - aged 65 and over,19 Oct 2022,0.0,8.0,03/12/2012,31/12/1891
