,ABN,Index_Link,Legal_Name,Town/Suburb,State,Status,Size,website,revenue,expenses,causes,lastreport,religious_ref,Number_of_Responsible_Persons,Registration_Date,Date_Organisation_Established
0,49678449231,https://www.acnc.gov.au/charity/charities/02a6763f-38af-e811-a961-000d3ad24182/profile,Bethel New Life Christian Fellowship,Dandenong,VIC,Registered,Medium,http://www.bethelnewlife.com.au/,417766.0,265316.0,Families; Financially disadvantaged people; General community in Australia; Overseas communities or charities; People from a culturally and linguistically diverse background,20 Dec 2021,1.0,3.0,03/12/2012,01/01/2007
1,14679778375,https://www.acnc.gov.au/charity/charities/701b362d-38af-e811-a961-000d3ad24182/profile,Thomson River Common Equity Rental Housing Co-Operative Ltd,Sale,VIC,Registered,Medium,,274030.0,239129.0,General community in Australia,31 Jan 2022,0.0,10.0,03/12/2012,01/01/2005
2,78152504400,https://www.acnc.gov.au/charity/charities/a2e20f21-38af-e811-a961-000d3ad24182/profile,From The Ground Up Ltd,Brunswick East,VIC,Registered,Medium,https://playgroundideas.org/,,,,,0.0,5.0,03/12/2012,01/01/2011
3,86780010507,https://www.acnc.gov.au/charity/charities/43da2c33-38af-e811-a961-000d3ad24182/profile,Lutheran Church Of Australia Queensland District,Ipswich,QLD,Registered,Medium,http://ipswich.church/,0.0,0.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Males; Youth - 15 to under 25,16 Apr 2022,1.0,3.0,03/12/2012,01/01/2001
4,44233569937,https://www.acnc.gov.au/charity/charities/43540827-38af-e811-a961-000d3ad24182/profile,Cobram Community House Inc,Cobram,VIC,Registered,Medium,http://www.cch.vic.edu.au/,688261.0,507710.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Families; Financially disadvantaged people; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; People with disabilities; Unemployed persons; Youth - 15 to under 25,15 Dec 2021,0.0,8.0,03/12/2012,01/01/1983
5,44139400963,https://www.acnc.gov.au/charity/charities/b8560827-38af-e811-a961-000d3ad24182/profile,Furlough House,Narrabeen,NSW,Registered,Medium,http://www.furloughhouse.com.au/,,,,,0.0,2.0,03/12/2012,01/01/2009
6,44395948159,https://www.acnc.gov.au/charity/charities/c0a6763f-38af-e811-a961-000d3ad24182/profile,Wollangarra Inc,Glenmaggie,VIC,Registered,Medium,http://www.wollangarra.org.au/,252058.0,240186.0,Children - aged 6 to under 15; Youth - 15 to under 25,5 Aug 2022,0.0,5.0,03/12/2012,01/01/1989
7,73912933452,https://www.acnc.gov.au/charity/charities/bbed2739-38af-e811-a961-000d3ad24182/profile,Goulburn Valley Community Radio Inc,Shepparton,VIC,Registered,Medium,http://fm985.com.au/,254233.0,395680.0,"Families; Gay, lesbian, bisexual, transgender or intersex persons; General community in Australia; Migrants, refugees or asylum seekers; People from a culturally and linguistically diverse background; People in rural/regional/remote communities",27 Apr 2021,0.0,2.0,03/12/2012,01/01/1981
8,44448460486,https://www.acnc.gov.au/charity/charities/04a8763f-38af-e811-a961-000d3ad24182/profile,Rouse Hill Baptist Church,Unavailable,Unavailable,Registered,Medium,http://www.rhbc.com.au/,,,,,1.0,11.0,03/12/2012,01/01/1988
9,20873461261,https://www.acnc.gov.au/charity/charities/9b12362d-38af-e811-a961-000d3ad24182/profile,Northern Beaches Women's Shelter Inc,Manly,NSW,Registered,Medium,http://nbws.org.au/,998064.0,773616.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Females; Financially disadvantaged people; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; Youth - 15 to under 25,22 Mar 2022,0.0,9.0,03/12/2012,01/01/2010
10,14637350953,https://www.acnc.gov.au/charity/charities/dd1a362d-38af-e811-a961-000d3ad24182/profile,Community Compassion Ministries,Redbank Plains,QLD,Registered,Medium,,420427.0,158638.0,"Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Financially disadvantaged people; Gay, lesbian, bisexual, transgender or intersex persons; General community in Australia; Males; Migrants, refugees or asylum seekers; Other charities; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; People with chronic illness (including terminal illness); People with disabilities; Pre/post release offenders and/or their families; Unemployed persons; Veterans and/or their families; Victims of crime (including family violence); Victims of disaster; Youth - 15 to under 25",19 Aug 2022,0.0,5.0,03/12/2012,01/01/2008
11,73909265766,https://www.acnc.gov.au/charity/charities/88ec2739-38af-e811-a961-000d3ad24182/profile,Smithfield Catholic Church,Smithfield,NSW,Registered,Medium,,,,,,1.0,4.0,03/12/2012,01/01/1949
12,49450533158,https://www.acnc.gov.au/charity/charities/2df12739-38af-e811-a961-000d3ad24182/profile,Norlane Community Centre Inc,Norlane,VIC,Registered,Medium,https://norlanecc.com.au/,255038.0,264170.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Families; Other; People with disabilities,27 Dec 2021,0.0,2.0,03/12/2012,01/01/1986
13,22598056037,https://www.acnc.gov.au/charity/charities/088192b3-3aaf-e811-a963-000d3ad24077/profile,Mooloolah River Waterwatch and Landcare Inc,Glenview,QLD,Registered,Medium,http://www.mooloolahwaterwatchandlandcare.org/,343384.0,328528.0,Environment; General community in Australia,21 Feb 2022,0.0,3.0,12/03/2018,05/01/2000
14,13033232342,https://www.acnc.gov.au/charity/charities/d65e9bad-3aaf-e811-a963-000d3ad24077/profile,The Moore Catchment Council (Inc),Moora,WA,Registered,Medium,http://www.moorecatchment.org.au/,,,,,0.0,4.0,01/07/2017,06/06/2000
15,81623351888,https://www.acnc.gov.au/charity/charities/495791a6-3aaf-e811-a963-000d3ad24077/profile,Active Farmers Ltd,Mangoplah,NSW,Registered,Medium,http://activefarmers.com.au/,428518.0,392021.0,People in rural/regional/remote communities,30 Jan 2022,0.0,8.0,07/03/2018,22/12/2017
16,82421606084,https://www.acnc.gov.au/charity/charities/8d8192b3-3aaf-e811-a963-000d3ad24077/profile,Sex Industry Network Inc.,Mile End,SA,Registered,Medium,http://www.sin.org.au/,578581.0,720193.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Females; Financially disadvantaged people; Males; Other; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; Victims of crime (including family violence); Youth - 15 to under 25,3 May 2022,0.0,6.0,01/07/2018,07/11/2017
17,58927127619,https://www.acnc.gov.au/charity/charities/d4726e09-2caf-e811-a961-000d3ad24182/profile,Wallsend Community Pre School,Unavailable,Unavailable,Registered,Medium,http://www.wallsendcommunitypreschool.com.au/,,,,,0.0,8.0,03/12/2012,01/01/1978
18,68750946378,https://www.acnc.gov.au/charity/charities/edc1b315-2caf-e811-a961-000d3ad24182/profile,The Corporation Of The Synod Of The Diocese Of Brisbane,Brisbane City,QLD,Registered,Medium,,0.0,0.0,General community in Australia,27 May 2022,1.0,22.0,03/12/2012,31/12/1894
19,72984948992,https://www.acnc.gov.au/charity/charities/477f6e09-2caf-e811-a961-000d3ad24182/profile,The Trustee For Gateway Foundation,Devonport,TAS,Registered,Medium,http://gatewaycommunitycare.net.au/,350409.0,348846.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Financially disadvantaged people; General community in Australia; Males; Overseas communities or charities; People at risk of homelessness/ people experiencing homelessness; People in rural/regional/remote communities; People with disabilities; Pre/post release offenders and/or their families; Victims of crime (including family violence); Victims of disaster; Youth - 15 to under 25,12 Jan 2022,1.0,7.0,03/12/2012,01/01/2012
20,90066926047,https://www.acnc.gov.au/charity/charities/59188dd4-2daf-e811-a961-000d3ad24182/profile,GP Partners Australia Limited,Adelaide,SA,Registered,Medium,http://www.gppaustralia.org.au/,,,,,0.0,7.0,03/12/2012,01/01/1994
21,20238984680,https://www.acnc.gov.au/charity/charities/cdfc94da-2daf-e811-a961-000d3ad24182/profile,Oakleigh Anglican Church,Malvern East,VIC,Registered,Medium,https://www.oakchurch.org.au/,0.0,0.0,Families,6 Apr 2022,1.0,2.0,03/12/2012,31/12/1857
22,59200651696,https://www.acnc.gov.au/charity/charities/c1f894da-2daf-e811-a961-000d3ad24182/profile,Weston Community Pre School Inc,Weston,NSW,Registered,Medium,http://www.westoncommunitypreschool.com.au/,445399.0,448679.0,Early childhood - aged under 6,16 May 2022,0.0,4.0,03/12/2012,01/01/1983
23,54034669449,https://www.acnc.gov.au/charity/charities/c11d8dd4-2daf-e811-a961-000d3ad24182/profile,The Anglican Parish Of St Marys,St Marys,SA,Registered,Medium,,,,,,1.0,17.0,03/12/2012,31/12/1840
24,64107890433,https://www.acnc.gov.au/charity/charities/e9bc8ce0-2daf-e811-a961-000d3ad24182/profile,Gould Group Limited,Cheltenham Vic,Unavailable,Registered,Medium,http://www.gould.org.au/,317189.0,258707.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Animals; Children - aged 6 to under 15; Early childhood - aged under 6; Environment; Families; Females; Males; People from a culturally and linguistically diverse background; Victims of disaster; Youth - 15 to under 25,27 Jan 2022,0.0,7.0,03/12/2012,01/01/2004
25,97925081411,https://www.acnc.gov.au/charity/charities/7efb94da-2daf-e811-a961-000d3ad24182/profile,St Matthews Church Manly Property Account,Manly,NSW,Registered,Medium,http://www.stmattsmanly.org.au/,0.0,0.0,Families; Females; General community in Australia; Males,24 Jun 2022,1.0,7.0,03/12/2012,31/12/1862
26,43486533047,https://www.acnc.gov.au/charity/charities/71c9b315-2caf-e811-a961-000d3ad24182/profile,Australian Dental Health Foundation,St Leonards,NSW,Registered,Medium,http://www.adhf.org.au/,,,,,0.0,7.0,03/12/2012,01/01/2008
27,53895837529,https://www.acnc.gov.au/charity/charities/601e8dd4-2daf-e811-a961-000d3ad24182/profile,Armidale Community Pre-School Incorporated,Unavailable,NSW,Registered,Medium,http://www.armidalecommunitypreschool/,611484.0,758605.0,Aboriginal and Torres Strait Islander people; Early childhood - aged under 6; Environment; Families; Females; Financially disadvantaged people; General community in Australia; Males; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; People with disabilities; Victims of crime (including family violence),13 May 2022,0.0,7.0,03/12/2012,01/01/1965
28,77983783344,https://www.acnc.gov.au/charity/charities/c8ff94da-2daf-e811-a961-000d3ad24182/profile,Central City Common Equity Rental Housing Co-Operative Ltd,Unavailable,Unavailable,Registered,Medium,,261445.0,258062.0,General community in Australia,31 Jan 2022,0.0,25.0,03/12/2012,01/01/1989
29,86007199037,https://www.acnc.gov.au/charity/charities/c53eb10f-2caf-e811-a961-000d3ad24182/profile,Ballarat Health Services Foundation Limited,Ballarat Central,VIC,Registered,Medium,http://www.bhs.org.au/foundation/,,,,,0.0,10.0,03/12/2012,01/01/1989
30,63830358027,https://www.acnc.gov.au/charity/charities/e33eb10f-2caf-e811-a961-000d3ad24182/profile,Meeniyan Preschool Inc,Meeniyan,VIC,Registered,Medium,,346405.0,287624.0,Early childhood - aged under 6,7 Apr 2022,0.0,2.0,03/12/2012,01/01/1972
31,48866737878,https://www.acnc.gov.au/charity/charities/ccc3b315-2caf-e811-a961-000d3ad24182/profile,Belmont High School P&C Association,Belmont,NSW,Registered,Medium,,251303.0,216406.0,Children - aged 6 to under 15; Females; Financially disadvantaged people; Males; Youth - 15 to under 25,11 Jun 2021,0.0,5.0,03/12/2012,01/01/1962
32,58950389502,https://www.acnc.gov.au/charity/charities/b2726e09-2caf-e811-a961-000d3ad24182/profile,Kincumber Neighbourhood Centre Inc,Kincumber,NSW,Registered,Medium,http://www.kincumbernc.com.au/,,,,,0.0,6.0,03/12/2012,01/01/1991
33,51910891791,https://www.acnc.gov.au/charity/charities/c35791a6-3aaf-e811-a963-000d3ad24077/profile,GJW Sea Angel Pty Ltd as trustee for the Garry Whyte Sea Angel PAF,Fortitude Valley,QLD,Registered,Medium,,262449.0,394256.0,Other charities,18 Jan 2022,0.0,4.0,21/12/2017,21/12/2017
34,17688030502,https://www.acnc.gov.au/charity/charities/3af6cf7b-3aaf-e811-a963-000d3ad24077/profile,Virtue Australia Foundation,Booragoon,WA,Registered,Medium,,433385.0,473133.0,General community in Australia; People in rural/regional/remote communities,3 Feb 2022,0.0,4.0,14/04/2016,07/03/2016
35,46536804846,https://www.acnc.gov.au/charity/charities/914d91a6-3aaf-e811-a963-000d3ad24077/profile,Colin Holden Charitable Trust,Kew,VIC,Registered,Medium,,,,,,0.0,5.0,30/12/2016,30/12/2016
36,61616524255,https://www.acnc.gov.au/charity/charities/4c28e793-3aaf-e811-a963-000d3ad24077/profile,LifeChanger Foundation Limited,South Yarra,VIC,Registered,Medium,http://lifechanger.org.au/,675695.0,790382.0,Children - aged 6 to under 15,1 Feb 2022,0.0,10.0,03/01/2017,03/01/2017
37,74625568854,https://www.acnc.gov.au/charity/charities/a47c92b3-3aaf-e811-a963-000d3ad24077/profile,Educar Foundation Limited,Bayview,NSW,Registered,Medium,http://educar.org.au/,306762.0,331635.0,People from a culturally and linguistically diverse background; Youth - 15 to under 25,7 Dec 2021,0.0,5.0,13/04/2018,13/04/2018
38,50467061035,https://www.acnc.gov.au/charity/charities/c55491a6-3aaf-e811-a963-000d3ad24077/profile,The Generous and The Grateful Inc.(In Liquidation),Unavailable,Unavailable,Registered,Medium,http://www.generousandgrateful.com.au/,,,,,0.0,2.0,24/11/2017,02/06/2017
39,91627567131,https://www.acnc.gov.au/charity/charities/e2604fba-3aaf-e811-a963-000d3ad24077/profile,Clarence Valley UC Ltd,Grafton,NSW,Registered,Medium,http://www.cucclarencevalley.edu.au/,256264.0,395784.0,Adults - aged 25 to under 65; Adults - aged 65 and over; People in rural/regional/remote communities; Youth - 15 to under 25,9 Dec 2021,0.0,8.0,17/07/2018,17/07/2018
40,89613555347,https://www.acnc.gov.au/charity/charities/995d4fba-3aaf-e811-a963-000d3ad24077/profile,Virtual War Memorial Limited,Adelaide,SA,Registered,Medium,https://vwma.org.au/,322295.0,324820.0,General community in Australia; Other; Youth - 15 to under 25,12 Jan 2022,0.0,7.0,05/09/2018,08/07/2016
41,93939807533,https://www.acnc.gov.au/charity/charities/19cdb315-2caf-e811-a961-000d3ad24182/profile,Apostolic Church Of Queensland,Unavailable,Unavailable,Registered,Medium,http://www.apostolicchurchqld.org.au/,,,,,1.0,6.0,03/12/2012,31/12/1885
42,68682204875,https://www.acnc.gov.au/charity/charities/2bc1b315-2caf-e811-a961-000d3ad24182/profile,REDCLIFFE COMMUNITY BUS FOR DISABLED OR AGED INC.,Redcliffe,QLD,Registered,Medium,http://www.redcliffecommunitybus.org.au/,551762.0,449524.0,Adults - aged 65 and over; People with disabilities,29 Nov 2021,0.0,8.0,03/12/2012,01/01/1981
43,19953388044,https://www.acnc.gov.au/charity/charities/6e38b10f-2caf-e811-a961-000d3ad24182/profile,Emmanuel Care Centre Inc,Dubbo,NSW,Registered,Medium,http://emmanuelcarecentre.com.au/,371108.0,294012.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Families; Females; Financially disadvantaged people; Males; People at risk of homelessness/ people experiencing homelessness; People in rural/regional/remote communities; People with disabilities; Unemployed persons; Youth - 15 to under 25,26 Nov 2021,0.0,8.0,03/12/2012,
44,68755808495,https://www.acnc.gov.au/charity/charities/aec2b315-2caf-e811-a961-000d3ad24182/profile,Western Victoria Sri-Lankan Buddhist Association Inc,Deanside,VIC,Registered,Medium,http://www.paramithaviharaya.org.au/,,,,,0.0,28.0,03/12/2012,01/01/1998
45,17706341534,https://www.acnc.gov.au/charity/charities/584295a0-3aaf-e811-a963-000d3ad24077/profile,Zetseat Ethiopian Evangelical Church in Melbourne Inc,West Footscray,VIC,Registered,Medium,,264031.0,253970.0,"Families; General community in Australia; Migrants, refugees or asylum seekers; People from a culturally and linguistically diverse background",31 Jan 2022,1.0,4.0,01/07/2017,11/09/2009
46,59125196929,https://www.acnc.gov.au/charity/charities/7b5191a6-3aaf-e811-a963-000d3ad24077/profile,Australian Association of Christian Schools Limited,Dickson,ACT,Registered,Medium,https://www.aacs.net.au/,362724.0,212988.0,"Aboriginal and Torres Strait Islander people; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Gay, lesbian, bisexual, transgender or intersex persons; General community in Australia; Migrants, refugees or asylum seekers; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; People with disabilities; Youth - 15 to under 25",16 Jun 2022,1.0,8.0,21/05/2017,21/05/2017
47,93763407207,https://www.acnc.gov.au/charity/charities/9aa4ac65-30ba-e811-a963-000d3ad24077/profile,Australian and New Zealand Society for Vascular Surgery Inc.,East Melbourne,VIC,Registered,Medium,https://www.anzsvs.org.au/,,,,,0.0,9.0,03/12/2012,07/01/2003
48,31918092742,https://www.acnc.gov.au/charity/charities/f16f6e09-2caf-e811-a961-000d3ad24182/profile,Kurboroo Kindergarten Incorporated,Warranwood,VIC,Registered,Medium,https://www.kurboroo.vic.edu.au/,417473.0,369701.0,Early childhood - aged under 6,25 Nov 2021,0.0,3.0,03/12/2012,01/01/1988
49,73051793658,https://www.acnc.gov.au/charity/charities/6d7c6e09-2caf-e811-a961-000d3ad24182/profile,Vimokkharam Forest Hermitage Inc,Olinda,VIC,Registered,Medium,http://www.vimokkharam.org/,352416.0,23452.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Families,18 Jan 2022,0.0,13.0,03/12/2012,01/01/1998
50,73096592269,https://www.acnc.gov.au/charity/charities/097d6e09-2caf-e811-a961-000d3ad24182/profile,Cairns Surf Life Saving Club,Palm Cove,QLD,Registered,Medium,http://www.cairnslifesaving.org.au/,,,,,0.0,6.0,03/12/2012,
51,77606626726,https://www.acnc.gov.au/charity/charities/7d796e09-2caf-e811-a961-000d3ad24182/profile,Inter-Church Commission On Religious Education In Schools (NSW),Sydney,NSW,Registered,Medium,http://www.iccoreis.asn.au/,391233.0,395484.0,Children - aged 6 to under 15,26 Jun 2022,1.0,10.0,03/12/2012,01/01/1972
52,78061639549,https://www.acnc.gov.au/charity/charities/3db08ce0-2daf-e811-a961-000d3ad24182/profile,Access Australia's National Infertility Network Limited,Newington,NSW,Registered,Medium,http://www.access.org.au/,271845.0,312920.0,Females; General community in Australia; Males; Other charities,21 May 2020,0.0,8.0,03/12/2012,10/12/1993
53,43504281199,https://www.acnc.gov.au/charity/charities/adc8b315-2caf-e811-a961-000d3ad24182/profile,Cabarita Mortlake Kindergarten Association,Concord,NSW,Registered,Medium,https://www.cabaritamortlakekindy.net/,,,,,0.0,6.0,03/12/2012,01/01/1977
54,59111950924,https://www.acnc.gov.au/charity/charities/131d8dd4-2daf-e811-a961-000d3ad24182/profile,Sunshine Hospice Ltd,Maroochydore,QLD,Registered,Medium,http://www.mingarycare.org.au/,978401.0,590945.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Families; Females; Financially disadvantaged people; General community in Australia; Males; Other charities; People in rural/regional/remote communities; People with chronic illness (including terminal illness),20 Jan 2022,0.0,7.0,03/12/2012,01/01/2007
55,54106419854,https://www.acnc.gov.au/charity/charities/e6f794da-2daf-e811-a961-000d3ad24182/profile,Brightwaters Christian College Limited,Brightwaters,NSW,Registered,Medium,http://www.brightwaterschristiancollege.com.au/,0.0,0.0,Children - aged 6 to under 15,16 Jun 2022,1.0,8.0,03/12/2012,01/01/2003
56,94133015040,https://www.acnc.gov.au/charity/charities/351a8dd4-2daf-e811-a961-000d3ad24182/profile,Creativity Australia Limited,Southbank,VIC,Registered,Medium,https://www.creativityaustralia.org.au/,,,,,0.0,8.0,03/12/2012,01/01/2008
57,53894935643,https://www.acnc.gov.au/charity/charities/141d8dd4-2daf-e811-a961-000d3ad24182/profile,Independent Regional Advocacy Service Inc.,Booval,QLD,Registered,Medium,http://www.irasi.com.au/,567729.0,456426.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Families; Financially disadvantaged people; People at risk of homelessness/ people experiencing homelessness; People with chronic illness (including terminal illness); People with disabilities; Youth - 15 to under 25,8 Feb 2022,0.0,4.0,03/12/2012,01/01/1991
58,97922552655,https://www.acnc.gov.au/charity/charities/9cfa94da-2daf-e811-a961-000d3ad24182/profile,Trustees Of The Daughters Of Mary Help Of Christians,Scoresby,VIC,Registered,Medium,http://salesiansisters.asn.au/,0.0,0.0,Children - aged 6 to under 15; Youth - 15 to under 25,15 Jun 2022,1.0,8.0,03/12/2012,01/01/1954
59,26670446106,https://www.acnc.gov.au/charity/charities/70e60f21-38af-e811-a961-000d3ad24182/profile,Australian Network For Art & Technology,Adelaide,SA,Registered,Medium,https://www.anat.org.au/,,,,,0.0,7.0,03/12/2012,01/01/1998
60,73543836491,https://www.acnc.gov.au/charity/charities/03dd0f21-38af-e811-a961-000d3ad24182/profile,"Catholic Parish of St Joseph, Newport and Spotswood",Newport,VIC,Registered,Medium,https://www.smmspotswood.catholic.edu.au/,0.0,0.0,"Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Financially disadvantaged people; Gay, lesbian, bisexual, transgender or intersex persons; Males; Migrants, refugees or asylum seekers; Other charities; Overseas communities or charities; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; People with chronic illness (including terminal illness); People with disabilities; Pre/post release offenders and/or their families; Unemployed persons; Veterans and/or their families; Victims of crime (including family violence); Victims of disaster; Youth - 15 to under 25",15 Jun 2022,1.0,7.0,03/12/2012,01/01/1936
61,49134234190,https://www.acnc.gov.au/charity/charities/fc4d0827-38af-e811-a961-000d3ad24182/profile,Ashburton Baptist Church,Ashburton,VIC,Registered,Medium,http://www.ashburtonbaptist.org.au/,0.0,0.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Youth - 15 to under 25,14 Jun 2022,1.0,4.0,03/12/2012,01/01/1931
62,26892177952,https://www.acnc.gov.au/charity/charities/71e40f21-38af-e811-a961-000d3ad24182/profile,Gravity Discovery Centre Foundation Inc.,Clarkson,WA,Registered,Medium,http://www.gravitycentre.com.au/,,,,,0.0,3.0,03/12/2012,01/01/1999
63,60215418746,https://www.acnc.gov.au/charity/charities/1d11e970-38af-e811-a961-000d3ad24182/profile,The Corporation Of The Synod Of The Diocese Of Brisbane,Brisbane City,QLD,Registered,Medium,,0.0,0.0,General community in Australia,27 May 2022,1.0,22.0,03/12/2012,31/12/1894
64,50137010658,https://www.acnc.gov.au/charity/charities/6b06ed7c-38af-e811-a961-000d3ad24182/profile,Murray Darling Wetlands Working Group Ltd,Albury,NSW,Registered,Medium,http://mdwwg.com.au/,742922.0,601614.0,Aboriginal and Torres Strait Islander people; Animals; Environment; General community in Australia; People in rural/regional/remote communities,27 Jan 2022,0.0,13.0,03/12/2012,01/01/2009
65,87255413034,https://www.acnc.gov.au/charity/charities/e43be582-38af-e811-a961-000d3ad24182/profile,Queensland Education Science And Technology Network,St Lucia,QLD,Registered,Medium,https://qudit.edu.au/,,,,,0.0,12.0,03/12/2012,01/01/2001
66,78930366807,https://www.acnc.gov.au/charity/charities/b4c5d964-38af-e811-a961-000d3ad24182/profile,The Trustee For Purves Environmental Fund,Sydney,NSW,Registered,Medium,https://www.purvesenvirofund.org.au/,739058.0,586979.0,Other charities,21 Dec 2021,0.0,6.0,03/12/2012,01/01/2004
67,39708808077,https://www.acnc.gov.au/charity/charities/4333e388-38af-e811-a961-000d3ad24182/profile,Brisbane Pride Festival Inc,Teneriffe,QLD,Registered,Medium,http://www.brisbanepride.org.au/,334594.0,300509.0,"Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Families; Gay, lesbian, bisexual, transgender or intersex persons; Youth - 15 to under 25",28 Apr 2022,0.0,2.0,03/12/2012,01/01/1990
68,50250435487,https://www.acnc.gov.au/charity/charities/2904ed7c-38af-e811-a961-000d3ad24182/profile,Cringila Childrens House Incorporated,Cringila,NSW,Registered,Medium,,,,,,0.0,2.0,03/12/2012,01/01/1981
69,79017565003,https://www.acnc.gov.au/charity/charities/ee2ee388-38af-e811-a961-000d3ad24182/profile,The Redeemed Christian Church Of God Strong Tower Inc.,Unavailable,Unavailable,Registered,Medium,http://rccgstrongtower.org.au/,308105.0,132542.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Financially disadvantaged people; General community in Australia; Other charities; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; People with disabilities; Unemployed persons; Youth - 15 to under 25,1 Feb 2022,1.0,2.0,03/12/2012,01/01/2007
70,45028823710,https://www.acnc.gov.au/charity/charities/bdf9f676-38af-e811-a961-000d3ad24182/profile,Northern Queensland Legacy Incorporated,Hyde Park,QLD,Registered,Medium,https://www.legacy.com.au/clubs/qld/northern-qld/,343758.0,463502.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; People in rural/regional/remote communities; Veterans and/or their families; Youth - 15 to under 25,6 Apr 2022,0.0,8.0,03/12/2012,01/01/1948
71,45162235785,https://www.acnc.gov.au/charity/charities/ee01ed7c-38af-e811-a961-000d3ad24182/profile,Maribyrnong And Moonee Valley Local Learning And Employment Network Inc.,Kensington,VIC,Registered,Medium,http://www.mmvllen.org.au/,,,,,0.0,1.0,03/12/2012,01/01/2001
72,74545661064,https://www.acnc.gov.au/charity/charities/d23ce582-38af-e811-a961-000d3ad24182/profile,Nowra Baptist Church,South Nowra,NSW,Registered,Medium,http://www.nowrabaptist.org.au/,0.0,0.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; General community in Australia; Overseas communities or charities; Youth - 15 to under 25,11 May 2022,1.0,3.0,03/12/2012,01/01/1930
73,55501325812,https://www.acnc.gov.au/charity/charities/573be388-38af-e811-a961-000d3ad24182/profile,Dysart Community Support Group Inc,Dysart,QLD,Registered,Medium,http://www.dysartcommunity.com.au/,356341.0,318084.0,Families; Females; General community in Australia; People at risk of homelessness/ people experiencing homelessness; People in rural/regional/remote communities; Victims of crime (including family violence),16 Dec 2021,0.0,5.0,03/12/2012,01/01/1989
74,45358441378,https://www.acnc.gov.au/charity/charities/a090d295-38af-e811-a961-000d3ad24182/profile,Baptist Church Northside,Crows Nest,NSW,Registered,Medium,https://northsidebaptist.org.au/,,,,,1.0,5.0,03/12/2012,31/12/1895
75,50404601945,https://www.acnc.gov.au/charity/charities/4195d295-38af-e811-a961-000d3ad24182/profile,Tomaree Community College Incorporated,Nelson Bay,NSW,Registered,Medium,http://www.tomareecc.nsw.edu.au/,712384.0,546043.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Families; Females; Financially disadvantaged people; General community in Australia; Males; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; People with disabilities; Pre/post release offenders and/or their families; Unemployed persons; Veterans and/or their families; Victims of crime (including family violence); Victims of disaster; Youth - 15 to under 25,10 May 2022,0.0,8.0,03/12/2012,01/01/1987
76,55057289660,https://www.acnc.gov.au/charity/charities/470ee970-38af-e811-a961-000d3ad24182/profile,Friends Of All Saints Performing Arts Trust,Merrimac,QLD,Registered,Medium,,868391.0,803220.0,General community in Australia,28 Jun 2022,0.0,9.0,03/12/2012,01/01/2011
77,22000637749,https://www.acnc.gov.au/charity/charities/b7c9388f-38af-e811-a961-000d3ad24182/profile,W.E.C. International,Strathfield,NSW,Registered,Medium,http://wec.com.com.au/,,,,,0.0,10.0,03/12/2012,01/01/1968
