,Index_Link,Legal_Name,Town/Suburb,State,Status,Size,ABN,Website,Revenue,Expenses,Cause/s,Last_report_date,ref_religion,website,revenue,expenses,causes,lastreport,religious_ref
1200,https://www.acnc.gov.au/charity/charities/aa03d743-39af-e811-a962-000d3ad24a0d/profile,Friends Of Bshs Foundation Pty Ltd,South Brisbane Bc,QLD,Registered,Small,89096736926,,,,,,,http://statehigh.com.au/ourcommunity/statehighfoundation,134307.0,112827.0,Children - aged 6 to under 15; Youth - 15 to under 25,23 Nov 2021,0.0
1201,https://www.acnc.gov.au/charity/charities/8efb872a-39af-e811-a962-000d3ad24a0d/profile,Stonnington Symphony Incorporated,Prahran,VIC,Registered,Small,67149662988,,,,,,,http://www.stonningtonsymphony.org.au/,88740.0,77008.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Financially disadvantaged people; People from a culturally and linguistically diverse background; Unemployed persons; Youth - 15 to under 25,23 Dec 2021,0.0
1202,https://www.acnc.gov.au/charity/charities/45f8d33d-39af-e811-a962-000d3ad24a0d/profile,South East Animal Welfare League Of South Australia Inc.,Mount Gambier,SA,Registered,Small,24452839591,,,,,,,https://www.seawl.org.au/,174252.0,197770.0,Animals,6 Jun 2022,0.0
1203,https://www.acnc.gov.au/charity/charities/37f5d33d-39af-e811-a962-000d3ad24a0d/profile,Donovan Bursaries Trust,Unavailable,Unavailable,Registered,Small,24321893042,,,,,,,,28757.0,15707.0,General community in Australia,8 Sep 2021,0.0
1204,https://www.acnc.gov.au/charity/charities/3001d743-39af-e811-a962-000d3ad24a0d/profile,Tea Tree Gully Lodge No 218,Salisbury East,SA,Registered,Small,57649349390,,,,,,,http://www.ttg218.org.au/,5749.0,6282.0,Animals; Females; General community in Australia; Males; Other charities; People with disabilities,26 Apr 2022,0.0
1205,https://www.acnc.gov.au/charity/charities/ae05d743-39af-e811-a962-000d3ad24a0d/profile,The Corporation Of The Synod Of The Diocese Of Brisbane,Brisbane City,QLD,Registered,Small,36489326754,,,,,,,,0.0,0.0,General community in Australia,27 May 2022,1.0
1206,https://www.acnc.gov.au/charity/charities/acfbd33d-39af-e811-a962-000d3ad24a0d/profile,Mungo Youth Project Incorporated,Buronga,NSW,Registered,Small,96839112710,,,,,,,http://www.mungoyouthproject.com.au/,40227.0,14627.0,Aboriginal and Torres Strait Islander people; Children - aged 6 to under 15; Females; Males; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; Youth - 15 to under 25,16 Apr 2021,0.0
1207,https://www.acnc.gov.au/charity/charities/d601d743-39af-e811-a962-000d3ad24a0d/profile,Penieli Uniting Church,Cecil Park,NSW,Registered,Small,57766882070,,,,,,,,115784.0,99841.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; General community in Australia; Males; Pre/post release offenders and/or their families; Unemployed persons; Victims of crime (including family violence); Youth - 15 to under 25,12 Jan 2021,1.0
1208,https://www.acnc.gov.au/charity/charities/fbb9ce49-39af-e811-a962-000d3ad24a0d/profile,Australian Care And Trauma Services(Acts) Inc,Willawong,QLD,Registered,Small,36615866789,,,,,,,http://actsqld.com/,110483.0,171211.0,General community in Australia,31 Jan 2022,0.0
1209,https://www.acnc.gov.au/charity/charities/5efcd643-39af-e811-a962-000d3ad24a0d/profile,Anglican Parish Of Coodanup,Bunbury,WA,Registered,Small,47260207438,,,,,,,http://www.churchofthewaycoodanup.com/,0.0,0.0,General community in Australia,22 Jun 2022,1.0
1210,https://www.acnc.gov.au/charity/charities/bbffd643-39af-e811-a962-000d3ad24a0d/profile,Biorehab for Kids Inc,Melville,WA,Registered,Small,57758703732,,,,,,,http://www.biorehabforkids.org.au/,15004.0,14997.0,Children - aged 6 to under 15; People with disabilities; Youth - 15 to under 25,26 Oct 2021,0.0
1211,https://www.acnc.gov.au/charity/charities/65c3ce49-39af-e811-a962-000d3ad24a0d/profile,St Maximillian Maria Kolbe Ottoway Parish,Adelaide,SA,Registered,Small,62578989600,,,,,,,,0.0,0.0,Other,8 Jul 2022,1.0
1212,https://www.acnc.gov.au/charity/charities/bbbace49-39af-e811-a962-000d3ad24a0d/profile,Young Music Society Inc,Flynn,ACT,Registered,Small,42128282133,,,,,,,http://youngmusicsociety.org.au/,231839.0,267500.0,"Aboriginal and Torres Strait Islander people; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Financially disadvantaged people; Gay, lesbian, bisexual, transgender or intersex persons; General community in Australia; Migrants, refugees or asylum seekers; People from a culturally and linguistically diverse background; Youth - 15 to under 25",31 Mar 2021,0.0
1213,https://www.acnc.gov.au/charity/charities/a8735a24-39af-e811-a962-000d3ad24a0d/profile,Waitara Public School P & C Assoc Inc,Wahroonga,NSW,Registered,Small,88887884129,,,,,,,https://waitara-p.schools.nsw.gov.au/p-c/parents-citizens-association.html,199441.0,264491.0,Children - aged 6 to under 15; Early childhood - aged under 6,29 Mar 2022,0.0
1214,https://www.acnc.gov.au/charity/charities/dec0c537-39af-e811-a962-000d3ad24a0d/profile,The Levant Club Of Hardine,Padstow,NSW,Registered,Small,92859677841,,,,,,,,116901.0,91448.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; General community in Australia; Youth - 15 to under 25,8 Dec 2021,0.0
1215,https://www.acnc.gov.au/charity/charities/521b9851-39af-e811-a962-000d3ad24a0d/profile,Tin Can Bay Community Church,Tin Can Bay,QLD,Registered,Small,30790303476,,,,,,,,0.0,0.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Youth - 15 to under 25,20 Jul 2022,1.0
1216,https://www.acnc.gov.au/charity/charities/02bcce49-39af-e811-a962-000d3ad24a0d/profile,Hunter Animal Watch Incorporated,Hamilton,NSW,Registered,Small,67481138290,,,,,,,,162037.0,141573.0,Financially disadvantaged people,5 Feb 2022,0.0
1217,https://www.acnc.gov.au/charity/charities/06fad643-39af-e811-a962-000d3ad24a0d/profile,Dunamis Outreach Australia Incorporated,South Turramurra,NSW,Registered,Small,81018590984,,,,,,,http://www.dunamisaustralia.org/,131807.0,131599.0,Children - aged 6 to under 15; Overseas communities or charities,21 Apr 2022,0.0
1218,https://www.acnc.gov.au/charity/charities/dcc7c537-39af-e811-a962-000d3ad24a0d/profile,The Trustee For Burnie Gospel Trust,Unavailable,Unavailable,Registered,Small,30364875206,,,,,,,,0.0,0.0,General community in Australia,30 Jan 2022,1.0
1219,https://www.acnc.gov.au/charity/charities/c7f88f57-39af-e811-a962-000d3ad24a0d/profile,Q C F Account H & L Lucas Trust,Melbourne,VIC,Registered,Small,36757622039,,,,,,,,8674.0,15648.0,Other charities,21 Jan 2015,0.0
1220,https://www.acnc.gov.au/charity/charities/05f98f57-39af-e811-a962-000d3ad24a0d/profile,The Trustee For Goulburn Valley Grammar School Scholarship Fund,Shepparton North,VIC,Registered,Small,36961283174,,,,,,,http://www.gvgs.vic.edu.au/,35911.0,33831.0,Aboriginal and Torres Strait Islander people; Children - aged 6 to under 15; Financially disadvantaged people; People from a culturally and linguistically diverse background; Youth - 15 to under 25,19 May 2022,0.0
1221,https://www.acnc.gov.au/charity/charities/af1d9851-39af-e811-a962-000d3ad24a0d/profile,The Australian Heart/Lung Transplants Association,Kings Cross,NSW,Registered,Small,30752596540,,,,,,,http://www.ahlta.com.au/,57481.0,25089.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Families; Females; Financially disadvantaged people; Males; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; People with chronic illness (including terminal illness); People with disabilities,24 Jun 2022,0.0
1222,https://www.acnc.gov.au/charity/charities/b01d9851-39af-e811-a962-000d3ad24a0d/profile,Camp Menachem Campus (Cmc) Incorporated,Unavailable,Unavailable,Registered,Small,62754410614,,,,,,,,0.0,0.0,,2 May 2022,0.0
1223,https://www.acnc.gov.au/charity/charities/24f58f57-39af-e811-a962-000d3ad24a0d/profile,Bendigo Diocesan Trusts Corporation,Bendigo,VIC,Registered,Small,93211562841,,,,,,,http://www.bendigoanglican.org.au/,0.0,0.0,General community in Australia,23 Jun 2022,1.0
1224,https://www.acnc.gov.au/charity/charities/d84c557e-39af-e811-a962-000d3ad24a0d/profile,Florence & Melville Hughes (Custodian) Pty Ltd,Melbourne,VIC,Registered,Small,31099461079,,,,,,,,0.0,0.0,Other,19 Nov 2021,0.0
1225,https://www.acnc.gov.au/charity/charities/89082172-39af-e811-a962-000d3ad24a0d/profile,Ebenezer Christian Assembly Inc,Doveton,VIC,Registered,Small,37178408037,,,,,,,http://www.ebenezeraustralia.com/,132369.0,91785.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; General community in Australia; Males; Overseas communities or charities; People from a culturally and linguistically diverse background; Youth - 15 to under 25,13 Dec 2021,1.0
1226,https://www.acnc.gov.au/charity/charities/f1401978-39af-e811-a962-000d3ad24a0d/profile,Association Of Relinquishing Mothers Vic Inc,Balwyn,VIC,Registered,Small,58139269250,,,,,,,http://armsvic.org.au/,10319.0,10437.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Families; Females; Financially disadvantaged people; General community in Australia,19 Jul 2022,0.0
1227,https://www.acnc.gov.au/charity/charities/f14f557e-39af-e811-a962-000d3ad24a0d/profile,Congregational Christian Church In Samoa,Lugarno,NSW,Registered,Small,53157122696,,,,,,,http://cccs.org.ws/,245650.0,245100.0,General community in Australia,18 May 2022,1.0
