,Index_Link,Legal_Name,Town/Suburb,State,Status,Size,ABN,Website,Revenue,Expenses,Cause/s,Last_report_date,ref_religion
0,https://www.acnc.gov.au/charity/charities/3fa1634b-38af-e811-a963-000d3ad244fd/profile,Anglican Church Property Trust Diocese of Canberra & Goulburn,Canberra,ACT,Registered,Large,43696412531,,,,,,
1,https://www.acnc.gov.au/charity/charities/9ab4363e-38af-e811-a963-000d3ad244fd/profile,Noweyung Ltd,Bairnsdale,VIC,Registered,Large,21114659415,,,,,,
2,https://www.acnc.gov.au/charity/charities/d59a634b-38af-e811-a963-000d3ad244fd/profile,Companion House Assisting Survivors Of Torture And Trauma Incorporated,Unavailable,Unavailable,Registered,Large,98349936816,,,,,,
3,https://www.acnc.gov.au/charity/charities/5497634b-38af-e811-a963-000d3ad244fd/profile,Weeroona Association Inc,Gympie,QLD,Registered,Large,98303739972,,,,,,
4,https://www.acnc.gov.au/charity/charities/bfff0026-38af-e811-a963-000d3ad244fd/profile,Sammy D Foundation Incorporated,Edwardstown,SA,Registered,Large,26788461065,,,,,,
5,https://www.acnc.gov.au/charity/charities/49a05c51-38af-e811-a963-000d3ad244fd/profile,Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For St Patrick's Primary Gundagai,Forrest,ACT,Registered,Large,27296162757,,,,,,
6,https://www.acnc.gov.au/charity/charities/f9623e38-38af-e811-a963-000d3ad244fd/profile,The Australian Literacy And Numeracy Foundation Limited,Edgecliff,NSW,Registered,Large,27098802094,,,,,,
7,https://www.acnc.gov.au/charity/charities/45a25c51-38af-e811-a963-000d3ad244fd/profile,Headway Adult Development Program Inc,Bankstown,NSW,Registered,Large,39140479013,,,,,,
8,https://www.acnc.gov.au/charity/charities/6f648058-38af-e811-a963-000d3ad244fd/profile,Ballarat & District Aboriginal Cooperative Ltd,Ballarat,VIC,Registered,Large,33266090956,,,,,,
9,https://www.acnc.gov.au/charity/charities/d76b8058-38af-e811-a963-000d3ad244fd/profile,Star Of The Sea Catholic Primary School Terrigal,Pennant Hills,NSW,Registered,Large,21557574781,,,,,,
10,https://www.acnc.gov.au/charity/charities/d6b28c5e-38af-e811-a963-000d3ad244fd/profile,Anglican Church Of Australia Narrabeen,Narrabeen,NSW,Registered,Large,44715437831,,,,,,
11,https://www.acnc.gov.au/charity/charities/f6087f25-3aaf-e811-a960-000d3ad24282/profile,A.M.Y. Nominees Charitable Trust,Unavailable,Unavailable,Registered,Large,20084545959,,,,,,
12,https://www.acnc.gov.au/charity/charities/c25bd232-3aaf-e811-a960-000d3ad24282/profile,It's a Bloke Thing Foundation,Toowoomba,QLD,Registered,Large,28758925428,,,,,,
13,https://www.acnc.gov.au/charity/charities/3810583b-3aaf-e811-a960-000d3ad24282/profile,Unavailable,Unavailable,Unavailable,Registered,Large,Unavailable,,,,,,
14,https://www.acnc.gov.au/charity/charities/125dd232-3aaf-e811-a960-000d3ad24282/profile,Nightlife Disability Services Inc,Heatherton,VIC,Registered,Large,45529705877,,,,,,
15,https://www.acnc.gov.au/charity/charities/4f0a583b-3aaf-e811-a960-000d3ad24282/profile,Johnson-Goodwin Memorial Homes,Donald,VIC,Registered,Large,79451768872,,,,,,
16,https://www.acnc.gov.au/charity/charities/e7678c49-3aaf-e811-a960-000d3ad24282/profile,Christ's Commission Fellowship Australia Inc,The Ponds,NSW,Registered,Large,96720517655,,,,,,
17,https://www.acnc.gov.au/charity/charities/21668c49-3aaf-e811-a960-000d3ad24282/profile,Boorowa Early Education Centre Incorporated,Boorowa,NSW,Registered,Large,26284801380,,,,,,
18,https://www.acnc.gov.au/charity/charities/786e8c49-3aaf-e811-a960-000d3ad24282/profile,Kimberley Aboriginal Medical Services Limited,Djugun,WA,Registered,Large,67169851861,,,,,,
19,https://www.acnc.gov.au/charity/charities/88097f25-3aaf-e811-a960-000d3ad24282/profile,The Trustee for the Australian Online Giving Foundation,Sydney,NSW,Registered,Large,51321766943,,,,,,
