,Index_Link,Legal_Name,Town/Suburb,State,Status,Size,ABN,Website,Revenue,Expenses,Cause/s,Last_report_date,ref_religion
0,https://www.acnc.gov.au/charity/charities/42a2c2b2-3aaf-e811-a961-000d3ad24182/profile,The Koru Foundation,Manning,WA,Registered,Small,22858779712,,,,,,
1,https://www.acnc.gov.au/charity/charities/69e3af68-30ba-e811-a961-000d3ad24182/profile,I.SEA. Conservation Incorporated,Unavailable,Unavailable,Registered,Small,57929331161,,,,,,
2,https://www.acnc.gov.au/charity/charities/e497c2b2-3aaf-e811-a961-000d3ad24182/profile,Australasian Diving Safety Foundation Ltd,Canterbury,VIC,Registered,Small,60623963744,,,,,,
3,https://www.acnc.gov.au/charity/charities/0538bbb8-3aaf-e811-a961-000d3ad24182/profile,Austem Foundation Ltd,Melbourne,VIC,Registered,Small,20625311766,,,,,,
4,https://www.acnc.gov.au/charity/charities/1b34bbb8-3aaf-e811-a961-000d3ad24182/profile,Life&Legacy Ltd,Hillcrest,QLD,Registered,Small,42626137255,,,,,,
5,https://www.acnc.gov.au/charity/charities/f09ec2b2-3aaf-e811-a961-000d3ad24182/profile,Sunny Corner Toy Library Incorporated,Auburn,NSW,Registered,Small,11121512677,,,,,,
6,https://www.acnc.gov.au/charity/charities/b66eb562-30ba-e811-a961-000d3ad24182/profile,Jubilee House Inc,Mundoolun,QLD,Registered,Small,11501063946,,,,,,
7,https://www.acnc.gov.au/charity/charities/f653cbac-3aaf-e811-a961-000d3ad24182/profile,Nature Needs More Ltd,Unavailable,Unavailable,Registered,Small,85623878428,,,,,,
8,https://www.acnc.gov.au/charity/charities/a555cbac-3aaf-e811-a961-000d3ad24182/profile,Wyuna Community Inc,Kambah,ACT,Registered,Small,69232823106,,,,,,
9,https://www.acnc.gov.au/charity/charities/991b96a0-3aaf-e811-a961-000d3ad24182/profile,Cheder Public Library Fund,St Kilda,VIC,Registered,Small,47840547005,,,,,,
10,https://www.acnc.gov.au/charity/charities/e694c2b2-3aaf-e811-a961-000d3ad24182/profile,Australian Chinese Arts and Culture Associations Inc.,Perth,WA,Registered,Small,83204505590,,,,,,
11,https://www.acnc.gov.au/charity/charities/58d0d2be-3aaf-e811-a961-000d3ad24182/profile,WA Indian Doctors Public Ancillary Fund,Dianella,WA,Registered,Small,28761564273,,,,,,
12,https://www.acnc.gov.au/charity/charities/d4cfd2be-3aaf-e811-a961-000d3ad24182/profile,Australian Navy Cadet Foundation Inc.,Lindisfarne,TAS,Registered,Small,44379609007,,,,,,
13,https://www.acnc.gov.au/charity/charities/9498c2b2-3aaf-e811-a961-000d3ad24182/profile,Stonnington Climate Action Network Inc,Unavailable,Unavailable,Registered,Small,58240530331,,,,,,
14,https://www.acnc.gov.au/charity/charities/a0a9e539-dfc5-e811-a962-000d3ad24182/profile,West Pilbara Port Welfare Association Inc,Karratha,WA,Registered,Small,27552355346,,,,,,
15,https://www.acnc.gov.au/charity/charities/bb6eb562-30ba-e811-a961-000d3ad24182/profile,JCC Tas Benevolent Society Inc,South Launceston,TAS,Registered,Small,19862552414,,,,,,
16,https://www.acnc.gov.au/charity/charities/bc6eb562-30ba-e811-a961-000d3ad24182/profile,Freedom For Life Ministries Australia Inc,Redbank,NSW,Registered,Small,31719210828,,,,,,
17,https://www.acnc.gov.au/charity/charities/7628450a-2caf-e811-a960-000d3ad24282/profile,Bowral Memorial Baptist Church,Bowral,NSW,Registered,Small,31904827037,,,,,,
18,https://www.acnc.gov.au/charity/charities/c4e2af68-30ba-e811-a961-000d3ad24182/profile,Werribee Church of Christ,Werribee,VIC,Registered,Small,15200830568,,,,,,
19,https://www.acnc.gov.au/charity/charities/5fe2af68-30ba-e811-a961-000d3ad24182/profile,South West Queensland Learning Solutions Association Incorporated,Torrington,QLD,Registered,Small,85535020570,,,,,,
20,https://www.acnc.gov.au/charity/charities/a12b450a-2caf-e811-a960-000d3ad24282/profile,Catholic Parish Of Hawker Leigh Creek,Port Pirie,SA,Registered,Small,77517130177,,,,,,
21,https://www.acnc.gov.au/charity/charities/dfced2be-3aaf-e811-a961-000d3ad24182/profile,Muhammadiyah Australia College Ltd.,Melton,VIC,Registered,Small,67626804877,,,,,,
22,https://www.acnc.gov.au/charity/charities/6df1b55c-30ba-e811-a961-000d3ad24182/profile,THE STUDY OF THE ECONOMIC IMPACT OF RELIGION ON SOCIETY LTD,Sydney,NSW,Registered,Small,98627540416,,,,,,
23,https://www.acnc.gov.au/charity/charities/0cdeab6e-30ba-e811-a961-000d3ad24182/profile,The Spina Bifida Special Purposes Fund,Unavailable,Unavailable,Registered,Small,77475271953,,,,,,
24,https://www.acnc.gov.au/charity/charities/c0e2af68-30ba-e811-a961-000d3ad24182/profile,Future Gen Foundation Limited,Unavailable,Unavailable,Registered,Small,22626094246,,,,,,
25,https://www.acnc.gov.au/charity/charities/f237bbb8-3aaf-e811-a961-000d3ad24182/profile,The GOGO Foundation,Grange,SA,Registered,Small,40617397869,,,,,,
26,https://www.acnc.gov.au/charity/charities/9a204f82-a2cd-e811-a962-000d3ad24182/profile,Sydney Anglican (National Redress Scheme) Corporation,Unavailable,Unavailable,Registered,Small,93719683704,,,,,,
27,https://www.acnc.gov.au/charity/charities/9da9e539-dfc5-e811-a962-000d3ad24182/profile,Myanmar Projects,Unavailable,Unavailable,Registered,Small,98184164257,,,,,,
28,https://www.acnc.gov.au/charity/charities/63e3af68-30ba-e811-a961-000d3ad24182/profile,Hakimi Trust,Auburn,NSW,Registered,Small,15406078963,,,,,,
29,https://www.acnc.gov.au/charity/charities/1039bbb8-3aaf-e811-a961-000d3ad24182/profile,JU PUM MISSION CHURCH INCORPORATED,Unavailable,Unavailable,Registered,Small,85941208796,,,,,,
30,https://www.acnc.gov.au/charity/charities/9ff1b55c-30ba-e811-a961-000d3ad24182/profile,Wildlife Rescue South Burnett Inc.,Moondooner,QLD,Registered,Small,45716396152,,,,,,
31,https://www.acnc.gov.au/charity/charities/f9a3c2b2-3aaf-e811-a961-000d3ad24182/profile,The MCCC Song En Tang Trust,Unavailable,Unavailable,Registered,Small,33707205168,,,,,,
32,https://www.acnc.gov.au/charity/charities/d8a9e539-dfc5-e811-a962-000d3ad24182/profile,Pindi Pindi Ltd,Midland,WA,Registered,Small,99606023116,,,,,,
33,https://www.acnc.gov.au/charity/charities/241796a0-3aaf-e811-a961-000d3ad24182/profile,Skilling Australia Foundation Ltd,Abbotsford,VIC,Registered,Small,64612865568,,,,,,
34,https://www.acnc.gov.au/charity/charities/231596a0-3aaf-e811-a961-000d3ad24182/profile,Brisbane Hungarian School Inc,Everton Hills,QLD,Registered,Small,19102504206,,,,,,
35,https://www.acnc.gov.au/charity/charities/86ae989a-3aaf-e811-a961-000d3ad24182/profile,Friends of Leadbeater's Possum Inc,Healesville,VIC,Registered,Small,37995226439,,,,,,
36,https://www.acnc.gov.au/charity/charities/d0b1989a-3aaf-e811-a961-000d3ad24182/profile,Australian Tea Cultural Seminar Ltd,Braddon,ACT,Registered,Small,78619334600,,,,,,
37,https://www.acnc.gov.au/charity/charities/31b5989a-3aaf-e811-a961-000d3ad24182/profile,Leadership College Australia Ltd,Sefton,NSW,Registered,Small,75623031836,,,,,,
38,https://www.acnc.gov.au/charity/charities/0fb4989a-3aaf-e811-a961-000d3ad24182/profile,St Mary's Outreach Service (Inc.),East Victoria Park,WA,Registered,Small,28905445982,,,,,,
39,https://www.acnc.gov.au/charity/charities/bf0d96a0-3aaf-e811-a961-000d3ad24182/profile,The Peg and Ginger Foundation,Adelaide,SA,Registered,Small,16297931101,,,,,,
